Вернуть текстуры plate*/carplate в vehicle.txd.	Restore the plate*/carplate textures in vehicle.txd.	Restaurar las texturas plate*/carplate en vehicle.txd.
Больше 4 remap-TXD для машины.	More than 4 remap TXDs for a vehicle.	Más de 4 TXD remap para un vehículo.
Слоты на 4 — остальные теряются / портят соседние поля.	There are 4 slots — the rest are lost / corrupt the neighbouring fields.	Hay 4 slots — el resto se pierde / corrompe los campos vecinos.
Не больше 4 remap.	No more than 4 remaps.	No más de 4 remaps.
Имя машины после среза цифр совпадает с другой машиной.	The vehicle name with the digits cut off matches another vehicle.	El nombre del vehículo sin los dígitos coincide con otro vehículo.
Remap-TXD зарегистрируется не той машине.	The remap TXD registers with the wrong vehicle.	El TXD remap se registra en el vehículo equivocado.
Переименовать модель.	Rename the model.	Renombrar el modelo.
Нет фреймов, которые есть у всех ванильных моделей этого типа.	Frames that every vanilla model of this type has are missing.	Faltan frames que tienen todos los modelos originales de este tipo.
PreprocessHierarchy оставит dummy-позиции нулевыми — детали/двери/фары не там.	PreprocessHierarchy leaves the dummy positions at zero — parts/doors/lights are in the wrong place.	PreprocessHierarchy deja las posiciones de los dummies a cero — piezas/puertas/faros fuera de sitio.
Добавить обязательные фреймы по таблице типа.	Add the mandatory frames per the type table.	Añadir los frames obligatorios según la tabla del tipo.
data/handling.cfg не найден.	data/handling.cfg not found.	No se encontró data/handling.cfg.
Вернуть handling.cfg.	Restore handling.cfg.	Restaurar handling.cfg.
Пустая строка до «;the end».	An empty line before «;the end».	Una línea vacía antes de «;the end».
strtok по пустой строке — краш при загрузке.	strtok on an empty line — a crash while loading.	strtok sobre una línea vacía — cierre al cargar.
Убрать пустые строки или начать их с «;».	Remove the empty lines or start them with «;».	Quitar las líneas vacías o empezarlas con «;».
Имя handling не из встроенных (SA 210, VC 106, III 57).	Handling name not among the built-in ones (SA 210, VC 106, III 57).	Nombre de handling que no está entre los integrados (SA 210, VC 106, III 57).
Запись уйдёт в чужой массив (в III/VC — в элемент −1 перед таблицей) — порча данных других машин.	The record lands in a foreign array (in III/VC — element −1 before the table) — other cars' data gets corrupted.	El registro cae en un array ajeno (en III/VC — el elemento −1 antes de la tabla) — se corrompen los datos de otros coches.
Только встроенные имена; для новых машин переиспользовать существующие.	Built-in names only; reuse existing ones for new vehicles.	Solo nombres integrados; para vehículos nuevos reutilizar los existentes.
Имя совпало с другим только по префиксу.	The name matched another one by prefix only.	El nombre coincidió con otro solo por el prefijo.
Данные лягут в чужую строку.	The data lands in a foreign line.	Los datos caen en una línea ajena.
Точное имя.	The exact name.	El nombre exacto.
Индекс handling (bike/boat/flying) не из своего диапазона.	A handling index (bike/boat/flying) outside its own range.	Un índice de handling (bike/boat/flying) fuera de su propio rango.
Запись ложится в чужую структуру — порча.	The record lands in a foreign structure — corruption.	El registro cae en una estructura ajena — corrupción.
Индекс по диапазону класса.	An index within the class range.	Índice dentro del rango de la clase.
Число полей в строке не совпадает с форматом.	The number of fields in the line does not match the format.	El número de campos de la línea no coincide con el formato.
Недостающие поля остаются старыми/нулевыми, лишние игнорируются.	The missing fields keep old/zero values, the extra ones are ignored.	Los campos que faltan conservan valores antiguos/cero, los sobrantes se ignoran.
Ровно столько полей, сколько в ванильной строке того же класса.	Exactly as many fields as in a vanilla line of the same class.	Exactamente tantos campos como en una línea original de la misma clase.
1/mass = INF — физика взрывается.	1/mass = INF — the physics blows up.	1/mass = INF — la física explota.
Положительная масса.	A positive mass.	Masa positiva.
frontLights вне 0..3.	frontLights outside 0..3.	frontLights fuera de 0..3.
